SCHOOL_YEAR,STATENAME,ST,SCH_NAME,NCESSCH,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,SY_STATUS,SY_STATUS_TEXT,CHARTER_TEXT,GSLO,GSHI,LEVEL
2016-2017,CALIFORNIA,CA,Stanislaus Alternative Charter,69104113669,1120 13th St. Ste. C,,,Modesto,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Lincoln Street,69104310442,1125 Lincoln St.,,,Red Bluff,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Tehama eLearning Academy,69104310699,715 Jackson St. Ste. B,,,Red Bluff,CA,1,Open,Yes,KG,12,Other
2016-2017,CALIFORNIA,CA,California Heritage Youthbuild Academy II,69104412995,8544 Airport Rd.,,,Redding,CA,5,Changed Boundary,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Mountain Academy Charter,69104414031,201 Memorial Dr.,,,Weaverville,CA,3,New,Yes,KG,12,Other
2016-2017,CALIFORNIA,CA,La Sierra High,69104508660,1735 E. Houston Ave.,,,Visalia,CA,1,Open,Yes,07,12,High
2016-2017,CALIFORNIA,CA,Eleanor Roosevelt Community Learning Center,69104510445,31191 Rd. 180,,,Visalia,CA,1,Open,Yes,KG,12,Other
2016-2017,CALIFORNIA,CA,University Preparatory High,69104512387,915 S. Mooney Blvd.,Mariposa Bldg.,,Visalia,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Valley Life Charter,69104512862,3737 W. Walnut Ave.,,,Visalia,CA,1,Open,Yes,KG,12,Other
2016-2017,CALIFORNIA,CA,Foothill Leadership Academy,69104613754,19401 Susan Way,,,Sonora,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Vista Real Charter High,69104711537,401 S. A St. Ste. 3,,,Oxnard,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Ventura Charter School of Arts and Global Education,69104711829,2060 Cameron St.,,,Ventura,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Meadows Arts and Technology Elementary,69104712541,2000 La Granada Dr.,,,Thousand Oaks,CA,1,Open,Yes,KG,05,Elementary
2016-2017,CALIFORNIA,CA,BRIDGES Charter,69104712617,1335 Calle Bouganvilla,,,Thousand Oaks,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,River Oaks Academy,69104712801,920 Hampshire Rd. Ste. X,,,Westlake Village,CA,1,Open,Yes,KG,12,Other
2016-2017,CALIFORNIA,CA,Yuba County Career Preparatory Charter,69104805572,1104 E St.,,,Marysville,CA,1,Open,Yes,KG,12,Other
2016-2017,CALIFORNIA,CA,Yuba Environmental Science Charter Academy,69104812258,9841 Texas Hill Rd.,,,Oregon House,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Empowering Possibilities International Charter,69104913935,1945 Ramco St.,,,West Sacramento,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Cox Academy,69105104257,9860 Sunnyside St.,,,Oakland,CA,1,Open,Yes,KG,05,Elementary
2016-2017,CALIFORNIA,CA,Lazear Charter Academy,69105104288,824 29th Ave.,,,Oakland,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Envision Academy for Arts & Technology,69105110947,1515 Webster St.,,,Oakland,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Community School for Creative Education,69105112844,2111 International Blvd.,,,Oakland,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Yu Ming Charter,69105112901,1086 Alcatraz Ave.,,,Oakland,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Urban Montessori Charter,69105113008,5328 Brann St.,,,Oakland,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Oakland Unity Middle,69105113887,7200 Bancroft Ave. # 261,,,Oakland,CA,1,Open,Yes,06,08,Middle
2016-2017,CALIFORNIA,CA,Urban Corps of San Diego County Charter,69105212994,3127 Jefferson St.,,,San Diego,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Orange County Conservation Corps Charter,69105213123,1548 E. Walnut Ave.,,,Fullerton,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Castle Rock,69106308694,1260 Glenn St.,,,Crescent City,CA,1,Open,Yes,KG,12,Other
2016-2017,CALIFORNIA,CA,Uncharted Shores Academy,69106311883,330 E St.,,,Crescent City,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Soledad Enrichment Action Charter High,69107807106,222 N. Virgil Ave.,,,Los Angeles,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Odyssey Charter,69107808012,725 W. Altadena Dr.,,,Altadena,CA,1,Open,Yes,KG,08,Elementary
2016-2017,CALIFORNIA,CA,Jardin de la Infancia,69107810853,307 E. Seventh St.,,,Los Angeles,CA,1,Open,Yes,KG,01,Elementary
2016-2017,CALIFORNIA,CA,Aspire Antonio Maria Lugo Academy,69107810891,6100 Carmelita Ave.,,,Huntington Park,CA,1,Open,Yes,KG,06,Elementary
2016-2017,CALIFORNIA,CA,Los Angeles International Charter High,69107810897,625 Coleman Ave.,,,Los Angeles,CA,1,Open,Yes,09,12,High
2016-2017,CALIFORNIA,CA,Aspire Ollin University Preparatory Academy,69107811655,2540 E. 58th St.,,,Huntington Park,CA,1,Open,Yes,06,12,Other
2016-2017,CALIFORNIA,CA,Environmental Charter Middle,69107812673,812 W. 165th Pl.,,,Gardena,CA,1,Open,Yes,06,08,Middle
2016-2017,CALIFORNIA,CA,Westchester Secondary Charter,69107813159,7001 S. St. Andrews Pl.,,,Los Angeles,CA,1,Open,Yes,06,12,Other
2016-2017,CALIFORNIA,CA,Optimist Charter,69107813536,6957 N. Figueroa St.,,,Los Angeles,CA,1,Open,Yes,07,12,High
2016-2017,CALIFORNIA,CA,Environmental Charter Middle - Inglewood,69107813591,3600 W. Imperial Hwy.,,,Inglewood,CA,1,Open,Yes,06,08,Middle
2016-2017,CALIFORNIA,CA,Valiente College Preparatory Charter,69107813895,8691 California Ave.,,,South Gate,CA,1,Open,Yes,04,08,Elementary
2016-2017,CALIFORNIA,CA,Intellectual Virtues Academy,69107814009,3601 Linden Ave.,,,Long Beach,CA,3,New,Yes,09,12,High
2016-2017,CALIFORNIA,CA,LA's Promise Charter Middle #1,69107814033,1755 W. 52nd St.,,,Los Angeles,CA,3,New,Yes,06,08,Middle
2016-2017,COLORADO,CO,ACADEMY OF CHARTER SCHOOLS,80002000727,11800 LOWELL BLVD,,,WESTMINSTER,CO,1,Open,Yes,PK,12,Other
2016-2017,COLORADO,CO,CROWN POINTE CHARTER ACADEMY,80002001569,2900 WEST 86TH AVENUE,,,WESTMINSTER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,YOUTH & FAMILY ACADEMY CHARTER,80002001612,1120 Court Street,,,PUEBLO,CO,1,Open,Yes,08,12,High
2016-2017,COLORADO,CO,FRONTIER CHARTER ACADEMY,80002001720,418 YODER STREET,,,CALHAN,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,INDIAN PEAKS CHARTER SCHOOL,80002001780,197 W. DIAMOND,,,GRANBY,CO,5,Changed Boundary,Yes,M,M,Not reported
2016-2017,COLORADO,CO,COMMUNITY LEADERSHIP ACADEMY,80002001876,6880 HOLLY STREET,,,COMMERCE CITY,CO,1,Open,Yes,PK,05,Elementary
2016-2017,COLORADO,CO,NEW AMERICA SCHOOL - LOWRY,80002001882,9125 E SEVENTH PLACE BUILDING,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,COLORADO SPRINGS CHARTER ACADEMY,80002001912,2577 N CHELTON ROAD,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,ROSS MONTESSORI SCHOOL,80002001913,109 Lewies Lane,,,CARBONDALE,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,THE PINNACLE CHARTER SCHOOL HIGH,80002001915,1001 W 84TH STREET,,,FEDERAL HEIGHTS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,THE PINNACLE CHARTER SCHOOL ELEMENTARY,80002001926,1001 W 84TH STREET,,,FEDERAL HEIGHTS,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,80002001998,4512 MCMURRAY,,,FT COLLINS,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,THE PINNACLE CHARTER SCHOOL MIDDLE,80002002010,1001 W 84TH STREET,,,FEDERAL HEIGHTS,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,STONE CREEK SCHOOL,80002002018,0375 YODER AVE,,,AVON,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,HIGH POINT ACADEMY,80002002033,6750 N. DUNKIRK ST.,,,AURORA,CO,1,Open,Yes,PK,08,Elementary
2016-2017,COLORADO,CO,CAPROCK ACADEMY,80002006305,714 1/2 ROAD,,,GRAND JUNCTION,CO,1,Open,Yes,KG,12,Other
2016-2017,COLORADO,CO,COLORADO SPRINGS EARLY COLLEGES,80002006310,4435 NORTH CHESTNUT,,,COLORADO SPRINGS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,RICARDO FLORES MAGON ACADEMY,80002006320,5301 Lowell Boulevard,,,Denver,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,PIKES PEAK PREP,80002006338,525 EAST COSTILLA STREET,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,12,Other
2016-2017,COLORADO,CO,EARLY COLLEGE OF ARVADA,80002006390,4905 WEST 60TH AVENUE,,,ARVADA,CO,1,Open,Yes,06,12,Other
2016-2017,COLORADO,CO,ANIMAS HIGH SCHOOL,80002006418,3206 MAIN AVENUE,,,DURANGO,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,THOMAS MACLAREN STATE CHARTER SCHOOL,80002006437,303 AUSTIN BLUFFS PARKWAY,,,COLORADO SPRINGS,CO,1,Open,Yes,06,12,Other
2016-2017,COLORADO,CO,NEW AMERICA SCHOOL - THORNTON,80002006480,8978 Washington St.,,,Thornton,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,MOUNTAIN MIDDLE SCHOOL,80002006502,108 WEST 31ST STREET,,,DURANGO,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,GLOBAL VILLAGE ACADEMY - NORTHGLENN,80002006503,555 WEST 112TH AVENUE,,,NORTHGLENN,CO,5,Changed Boundary,Yes,M,M,Not reported
2016-2017,COLORADO,CO,COLORADO EARLY COLLEGE FORT COLLINS,80002006542,4800 WHEATON DR,,,FORT COLLINS,CO,1,Open,Yes,06,12,Other
2016-2017,COLORADO,CO,VICTORY PREPARATORY ACADEMY MIDDLE STATE CHARTER S,80002006579,5701 QUEBEC STREET,,,COMMERCE CITY,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCH,80002006585,5701 QUEBEC STREET,,,COMMERCE CITY,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,GLOBAL VILLAGE ACADEMY - COLORADO SPRINGS,80002006586,1702 N MURRAY BLVD,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,MOUNTAIN SONG COMMUNITY SCHOOL,80002006589,2904 WEST KIOWA STREET,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,JAMES IRWIN CHARTER ACADEMY,80002006595,1801 HOWARD AVENUE,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,GLOBAL VILLAGE ACADEMY - FORT COLLINS,80002006596,2130 Horsetooth Road,,,FORT COLLINS,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,MONTESSORI DEL MUNDO CHARTER SCHOOL,80002006602,15503 EAST MISSISSIPPI AVE UNI,,,AURORA,CO,1,Open,Yes,PK,04,Elementary
2016-2017,COLORADO,CO,COLORADO EARLY COLLEGES - PARKER,80002006634,10235 PARKGLENN WAY,,,PARKER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,TWO RIVERS COMMUNITY SCHOOL,80002006635,195 CENTER DRIVE,,,GLENWOOD SPRINGS,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,SALIDA MONTESSORI CHARTER SCHOOL,80002006651,1040 I STREET,,,SALIDA,CO,1,Open,Yes,PK,08,Elementary
2016-2017,COLORADO,CO,EARLY LEARNING CENTER AT NEW LEGACY CHARTER SCHOOL,80002006653,2091 NORTH DAYTON STREET,,,AURORA,CO,1,Open,Yes,PK,PK,Elementary
2016-2017,COLORADO,CO,NEW LEGACY CHARTER SCHOOL,80002006661,2091 NORTH DAYTON STREET,,,AURORA,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,LAUNCH HIGH SCHOOL,80002006700,3115 LARKSPUR DRIVE,,,COLORADO SPRINGS,CO,3,New,Yes,09,10,Other
2016-2017,COLORADO,CO,MOUNTAIN VILLAGE MONTESSORI CHARTER SCHOOL,80002006701,27285 BRONDON CIRCLE,,,STEAMBOAT SPRINGS,CO,3,New,Yes,PK,06,Elementary
2016-2017,COLORADO,CO,THE CLASSICAL ACADEMY CHARTER,80192001592,975 STOUT ROAD,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,06,Elementary
2016-2017,COLORADO,CO,THE CLASSICAL ACADEMY MIDDLE SCHOOL,80192001931,975 STOUT ROAD,,,COLORADO SPRINGS,CO,1,Open,Yes,07,08,Middle
2016-2017,COLORADO,CO,THE CLASSICAL ACADEMY HIGH SCHOOL,80192001943,975 STOUT ROAD,,,COLORADO SPRINGS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,TCA COLLEGE PATHWAYS,80192006447,12201 CROSS PEAK VIEW,,,COLORADO SPRINGS,CO,1,Open,Yes,07,12,High
2016-2017,COLORADO,CO,ASPEN COMMUNITY CHARTER SCHOOL,80228001703,1199 WOODY CREEK ROAD,,,WOODY CREEK,CO,1,Open,Yes,PK,08,Elementary
2016-2017,COLORADO,CO,AURORA ACADEMY CHARTER SCHOOL,80234001759,10251 EAST 1ST AVE,,,AURORA,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,LOTUS SCHOOL FOR EXCELLENCE,80234001916,11001-A EAST ALAMEDA AVENUE,,,AURORA,CO,1,Open,Yes,KG,12,Other
2016-2017,COLORADO,CO,GLOBAL VILLAGE ACADEMY AURORA,80234006318,403 SOUTH AIRPORT BLVD,,,AURORA,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,VANGUARD CLASSICAL SCHOOL - WEST,80234006322,801 YOSEMITE STREET,,,DENVER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,AXL ACADEMY,80234006399,14100 EAST JEWELL AVENUE,,,AURORA,CO,1,Open,Yes,PK,08,Elementary
2016-2017,COLORADO,CO,VANGUARD CLASSICAL SCHOOL - EAST,80234006611,17101 EAST OHIO DRIVE,,,AURORA,CO,1,Open,Yes,KG,12,Other
2016-2017,COLORADO,CO,ROCKY MOUNTAIN PREP - FLETCHER CAMPUS,80234006677,10455 EAST 25TH AVENUE,,,AURORA,CO,3,New,Yes,PK,PK,Elementary
2016-2017,COLORADO,CO,SUMMIT MIDDLE CHARTER SCHOOL,80249001517,4655 HANOVER AVENUE,,,BOULDER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,BOULDER PREP CHARTER HIGH SCHOOL,80249001631,5075 CHAPARRAL COURT #1,,,BOULDER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,PEAK TO PEAK CHARTER SCHOOL,80249001792,800 MERLIN DRIVE,,,LAFAYETTE,CO,1,Open,Yes,KG,12,Other
2016-2017,COLORADO,CO,JUSTICE HIGH CHARTER SCHOOL,80249002013,805 EXCALIBUR,,,LAFAYETTE,CO,1,Open,Yes,06,12,Other
2016-2017,COLORADO,CO,HORIZONS K-8 SCHOOL,80249006199,4545 SIOUX DRIVE,,,BOULDER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,BROMLEY EAST CHARTER SCHOOL,80258001729,356 LONGSPUR DRIVE,,,BRIGHTON,CO,1,Open,Yes,PK,08,Elementary
2016-2017,COLORADO,CO,BELLE CREEK CHARTER SCHOOL,80258001948,9290 EAST 107TH AVENUE,,,HENDERSON,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,LANDMARK ACADEMY AT REUNION,80258006325,10566 MEMPHIS STREET,,,COMMERCE CITY,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,FOUNDATIONS ACADEMY,80258006465,340 SOUTH 45TH AVENUE,,,BRIGHTON,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,EAGLE RIDGE ACADEMY,80258006474,3551 SOUTHERN STREET,,,BRIGHTON,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,COLORADO VIRTUAL ACADEMY (COVA),80270001944,11990 GRANT STREET #402,,,NORTHGLENN,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,ELEVATE ACADEMY,80270006605,1526 COLE BOULEVARD SUITE 200,,,LAKEWOOD,CO,1,Open,Yes,KG,12,Other
2016-2017,COLORADO,CO,COLORADO DIGITAL ACADEMY - MIDDLE,80270006620,1526 COLE BOULEVARD SUITE 200,,,LAKEWOOD,CO,1,Open,Yes,07,08,Middle
2016-2017,COLORADO,CO,COLORADO DIGITAL ACADEMY - ELEMENTARY,80270006630,1526 COLE BOULEVARD SUITE 200,,,LAKEWOOD,CO,1,Open,Yes,KG,06,Elementary
2016-2017,COLORADO,CO,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,80279001538,809 FIELD AVENUE,,,CANON CITY,CO,1,Open,Yes,PK,08,Elementary
2016-2017,COLORADO,CO,CHERRY CREEK CHARTER ACADEMY,80291001152,6260 SOUTH DAYTON STREET,,,GREENWOOD VILLAGE,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,HERITAGE HEIGHTS ACADEMY,80291006676,19697 EAST SMOKY HILL ROAD,,,CENTENNIAL,CO,3,New,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,THE VANGUARD SCHOOL (ELEMENTARY),80294001326,1832 SOUTH WAHSATCH,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,06,Elementary
2016-2017,COLORADO,CO,THE VANGUARD SCHOOL (HIGH),80294006370,1832 SOUTH WAHSATCH,,,COLORADO SPRINGS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,THE VANGUARD SCHOOL (MIDDLE),80294006402,1832 SOUTH WAHSATCH,,,COLORADO SPRINGS,CO,1,Open,Yes,07,08,Middle
2016-2017,COLORADO,CO,GEORGETOWN COMMUNITY SCHOOL,80300001999,504 14TH STREET,,,GEORGETOWN,CO,1,Open,Yes,PK,06,Elementary
2016-2017,COLORADO,CO,ROOSEVELT CHARTER ACADEMY,80306000262,205 SOUTH BYRON DRIVE,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,COMMUNITY PREP CHARTER SCHOOL,80306001299,332 EAST WILLAMETTE AVENUE,,,COLORADO SPRINGS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,GLOBE CHARTER SCHOOL,80306001318,3302 ALPINE PLACE,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,06,Elementary
2016-2017,COLORADO,CO,CIVA CHARTER ACADEMY,80306001589,4635 NORTHPARK DRIVE,,,COLORADO SPRINGS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,LIFE SKILLS CENTER OF COLORADO SPRINGS,80306001841,1810 EASTLAKE BOULEVARD,,,COLORADO SPRINGS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,80306006456,2510 NORTH CHESTNUT STREET,,,COLORADO SPRINGS,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,BATTLE ROCK CHARTER SCHOOL,80309001093,11247 COUNTY ROAD G,,,CORTEZ,CO,1,Open,Yes,KG,06,Elementary
2016-2017,COLORADO,CO,SOUTHWEST OPEN CHARTER SCHOOL,80309001692,401 NORTH DOLORES ROAD,,,CORTEZ,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,CHILDREN'S KIVA MONTESSORI SCHOOL,80309006622,510 NORTH BEECH STREET,,,CORTEZ,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,DELTA VISION SCHOOL,80333002024,1080 PIONEER RD,,,DELTA,CO,1,Open,Yes,KG,12,Other
2016-2017,COLORADO,CO,UNIVERSITY PREP - STEELE ST.,80336001576,3230 EAST 38TH AVENUE,,,DENVER,CO,1,Open,Yes,PK,05,Elementary
2016-2017,COLORADO,CO,ODYSSEY SCHOOL OF DENVER,80336001636,6550 EAST 21ST AVENUE,,,DENVER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,WYATT ACADEMY,80336001637,3620 FRANKLIN STREET,,,DENVER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,RIDGE VIEW ACADEMY CHARTER SCHOOL,80336001724,28101 EAST QUINCY AVENUE,,,WATKINS,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,ACE COMMUNITY CHALLENGE SCHOOL,80336001764,948 SANTA FE DRIVE,,,DENVER,CO,1,Open,Yes,08,10,Other
2016-2017,COLORADO,CO,DSST: STAPLETON HIGH SCHOOL,80336001833,2000 VALENTIA STREET,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,HIGHLINE ACADEMY SOUTHEAST,80336001835,2170 SOUTH DAHLIA STREET,,,DENVER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,OMAR D BLAIR CHARTER SCHOOL,80336001838,4905 CATHAY STREET,,,DENVER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,SOUTHWEST EARLY COLLEGE,80336001839,3001 SOUTH FEDERAL BOULEVARD,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,COLORADO HIGH SCHOOL CHARTER,80336001862,1175 OSAGE STREET #100,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,KIPP SUNSHINE PEAK ACADEMY,80336001865,375 S TEJON STREET,,,DENVER,CO,1,Open,Yes,05,08,Middle
2016-2017,COLORADO,CO,ACADEMY OF URBAN LEARNING,80336001894,2417 W. 29th Ave,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,STRIVE PREP - FEDERAL,80336002012,1825 SOUTH FEDERAL BLVD,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,VENTURE PREP HIGH SCHOOL,80336006441,2540 HOLLY STREET,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,JUSTICE HIGH SCHOOL DENVER,80336006443,300 E. 9th Ave.,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,STRIVE PREP - WESTWOOD,80336006444,3201 W ARIZONA AVE.,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,KIPP DENVER COLLEGIATE HIGH SCHOOL,80336006448,451 SOUTH TEJON STREET,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,CESAR CHAVEZ ACADEMY DENVER,80336006449,3752 TENNYSON STREET,,,DENVER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,DSST: GREEN VALLEY RANCH HIGH SCHOOL,80336006450,4800 TELLURIDE STREET #2,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,STRIVE PREP - SUNNYSIDE,80336006457,4735 Pecos St,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL,80336006473,750 Galapago St.,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,STRIVE PREP - LAKE,80336006479,1820 LOWELL BLVD,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,DENVER LANGUAGE SCHOOL,80336006482,451 NEWPORT STREET,,,DENVER,CO,1,Open,Yes,KG,08,Elementary
2016-2017,COLORADO,CO,SOAR AT GREEN VALLEY RANCH,80336006486,4800 TELLURIDE STREET #4,,,DENVER,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,UNIVERSITY PREP - ARAPAHOE ST.,80336006517,2409 ARAPAHOE STREET,,,DENVER,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,KIPP MONTBELLO COLLEGE PREP,80336006519,5290 KITTREDGE STREET,,,DENVER,CO,1,Open,Yes,05,08,Middle
2016-2017,COLORADO,CO,DSST: COLE MIDDLE SCHOOL,80336006523,1350 E. 3rd Ave,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,STRIVE PREP - MONTBELLO,80336006537,11200 EAST 45TH AVE,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,STRIVE PREP - SMART ACADEMY,80336006543,3201 W. ARIZONA AVE,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,ROCKY MOUNTAIN PREP: CREEKSIDE,80336006545,7808 CHERRY CREEK SOUTH DR,,,DENVER,CO,1,Open,Yes,PK,05,Elementary
2016-2017,COLORADO,CO,DSST: GREEN VALLEY RANCH MIDDLE SCHOOL,80336006546,4800 TELLURIDE STREET BUILDING,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,DSST: COLLEGE VIEW MIDDLE SCHOOL,80336006554,3111 W Dartmouth Ave,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,MONARCH MONTESSORI,80336006555,4895 PEORIA STREET,,,DENVER,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,STRIVE PREP - GVR,80336006556,4800 TELLURIDE ST,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,DSST: STAPLETON MIDDLE SCHOOL,80336006566,2000 VALENTIA STREET,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,DSST: BYERS MIDDLE SCHOOL,80336006572,150 S. Pearl St.,,,DENVER,CO,1,Open,Yes,06,08,Middle
2016-2017,COLORADO,CO,STRIVE PREP - EXCEL,80336006576,2960 SPEER BLVD BUILDING 1913,,,DENVER,CO,1,Open,Yes,09,12,High
2016-2017,COLORADO,CO,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,80336006584,1860 LINCOLN ST,,,DENVER,CO,1,Open,Yes,KG,05,Elementary
2016-2017,COLORADO,CO,ACADEMY 360,80336006592,12000 E. 47TH AVE,,,DENVER,CO,1,Open,Yes,PK,05,Elementary
2016-2017,COLORADO,CO,HIGHLINE ACADEMY NORTHEAST,80336006609,19451 EAST MAXWELL PLACE,,,DENVER,CO,1,Open,Yes,PK,03,Elementary
