SCHOOL_YEAR,STATENAME,ST,SCH_NAME,NCESSCH,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,SY_STATUS,SY_STATUS_TEXT,CHARTER_TEXT,GSLO,GSHI,LEVEL
2016-2017,OHIO,OH,Horizon Science Academy Dayton Downtown,390138305625,121 S Monmouth St,,,Dayton,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Horizon Science Academy Youngstown,390138905567,3403 Southern Blvd,,,Youngstown,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Cruiser Academy,390139305604,4400 Marketing Pl # A,,,Groveport,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Zenith Academy East,390139605579,2261 S Hamilton Rd,,,Columbus,OH,1,Open,Yes,KG,09,Other
2016-2017,OHIO,OH,Cleveland College Preparatory School,390139705615,4906 Fleet Ave,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Columbus Performance Academy,390139805612,274 E 1st Ave,,,Columbus,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Constellation Schools: Stockyard Community Middle,390140305599,3220 W 65th St,,,Cleveland,OH,1,Open,Yes,07,08,Middle
2016-2017,OHIO,OH,Near West Intergenerational School,390140505596,3805 Terrett Ave,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Entrepreneurship Preparatory School - Woodland Hills Campus,390140605613,9201 Crane Ave,,,Cleveland,OH,1,Open,Yes,05,08,Middle
2016-2017,OHIO,OH,Foxfire Intermediate School,390140705576,2805 Pinkerton Ln,,,Zanesville,OH,1,Open,Yes,01,03,Elementary
2016-2017,OHIO,OH,Regent High School,390140905571,5806 Broadway Ave,,,Cleveland,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Mason Run High School,390141005568,923 S James Rd,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Old Brook High School,390141105590,4877 Pearl Rd,,,Cleveland,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Road to Success Academy,390141205608,3377 Cleveland Ave,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Central High School,390141305569,840 W State St,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,George V. Voinovich Reclamation Academy,390141405602,11801 Buckeye Rd,,,Cleveland,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Frederick Douglass Reclamation Academy,390141505601,3167 Fulton Rd,,,Cleveland,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Capital High School,390141605649,640 Harrisburg Pike,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Patriot Preparatory Academy,390141705597,4938 Beatrice Dr,,,Columbus,OH,1,Open,Yes,KG,12,Other
2016-2017,OHIO,OH,North Central Academy,390142005577,928 W Market St Ste B,,,Tiffin,OH,1,Open,Yes,07,12,High
2016-2017,OHIO,OH,Quest Community School,390142405589,12000 Snow Rd Ste 415,,,Parma,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Southside Academy,390142705618,1400 Oak Hill Ave,,,Youngstown,OH,1,Open,Yes,KG,09,Other
2016-2017,OHIO,OH,Akros Middle School,390142805651,265 Park St,,,Akron,OH,1,Open,Yes,06,08,Middle
2016-2017,OHIO,OH,Hardin Community School,390142905652,400 Decatur St,,,Kenton,OH,1,Open,Yes,07,12,High
2016-2017,OHIO,OH,Broadway Academy,390143005665,3398 E 55th St,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Constellation Schools: Eastside Arts Academy,390143205676,6700 Lansing Ave,,,Cleveland,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,The Academy for Urban Scholars,390143305688,1808 E Broad St,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,STEAM Academy of Warren,390143405697,261 Elm Rd NE,,,Warren,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Pickerington Community School,390144205685,7800 Refugee Rd,,,Pickerington,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Citizens Leadership Academy,390144405673,9711 Lamont Ave,,,Cleveland,OH,1,Open,Yes,06,08,Middle
2016-2017,OHIO,OH,Newbridge Math & Reading Preparatory Academy,390144705670,3850 Sullivant Ave,,,Columbus,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Madisonville SMART Elementary,390144905692,4324 Homer Ave,,,Cincinnati,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Townsend North Community School,390145005693,207 Lowell St,,,Castalia,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Focus North High School,390145105687,4807 Evanswood Dr,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Constellation Schools: Collinwood Village Academy,390145305704,716 E 156th St,,,Cleveland,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,STEAM Academy of Akron,390145405664,1350 Virginia Ave,,,Akron,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,University of Cleveland Preparatory School,390145705678,1906 E 40th St,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Beacon Hill Academy,390146305666,10470 Winesburg Rd,,,Dundee,OH,1,Open,Yes,07,12,High
2016-2017,OHIO,OH,Global Village Academy,390146505658,5720 State Rd,,,Parma,OH,1,Open,Yes,KG,07,Elementary
2016-2017,OHIO,OH,Imagine Woodbury Academy,390146605660,100 E Woodbury Dr,,,Dayton,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Nexus Academy of Toledo,390146705753,600 Jefferson Ave,,,Toledo,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,The Haley School,390146805748,4901 Galaxy Pkwy Ste A,,,Warrensville Heights,OH,1,Open,Yes,KG,07,Elementary
2016-2017,OHIO,OH,Canton College Preparatory School,390147005705,101 Cleveland Ave NW,,,Canton,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,STEAM Academy of Dayton,390147105757,545 Odlin Ave,,,Dayton,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Academy for Urban Scholars Youngstown,390147205727,1350 5th Ave Ste 100 106,,,Youngstown,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Hope Academy for Autism,390147305721,1628 Niles Rd SE,,,Warren,OH,1,Open,Yes,KG,12,Other
2016-2017,OHIO,OH,SunBridge Schools,390147505738,2151 N McCord Rd,,,Toledo,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,West Carrollton Secondary Academy,390147605724,3400 W Alex Bell Rd,,,West,OH,1,Open,Yes,10,12,High
2016-2017,OHIO,OH,Columbus Collegiate Academy - West,390147805737,300 Dana Ave,,,Columbus,OH,1,Open,Yes,06,08,Middle
2016-2017,OHIO,OH,Brookwood Academy,390147905747,2685 E Livingston Ave,,,Columbus,OH,1,Open,Yes,04,12,Other
2016-2017,OHIO,OH,A+ Children's Academy,390148005718,114 Obetz Rd,,,Columbus,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,STEAM Academy of Warrensville Heights,390148205756,4700 Richmond Rd Ste 3000,,,Warrensville Heights,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Nexus Academy of Columbus,390148305716,4689 Hilton Corporate Dr,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Citizens Academy East,390148605709,12523 Woodside Ave,,,Cleveland,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Ohio College Preparatory School,390148705729,21100 Southgate Park Blvd,,,Maple Heights,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Imagine Hill Avenue,390148805715,6145 Hill Ave,,,Toledo,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Graham Primary School,390149505722,140 E 16th Ave,,,Columbus,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Nexus Academy of Cleveland,390149605746,3615 Superior Ave E,,,Cleveland,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Stepstone Academy,390149805759,2121 E 32nd St,,,Cleveland,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Lake Erie College Preparatory School,390149905712,14405 Saint Clair Ave,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Southern Ohio Academy,390150105761,522 Glenwood Ave,,,New Boston,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Academy of Educational Excellence,390150205733,728 Parkside Blvd,,,Toledo,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Akron Preparatory School,390150305726,1200 E Market St Ste 3360,,,Akron,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Village Preparatory School:: Woodland Hills Campus,390150505720,9201 Crane Ave,,,Cleveland,OH,1,Open,Yes,KG,04,Elementary
2016-2017,OHIO,OH,DECA PREP,390150805714,200 Homewood Ave,,,Dayton,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Life Skills High School of Cleveland,390151005739,4600 Carnegie Ave,,,Cleveland,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Main Preparatory Academy,390151105765,1035 Clay St,,,Akron,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,West Park Academy,390151405778,12913 Bennington Ave,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Cincinnati Technology Academy,390151605812,3800 Glenway Ave,,,Cincinnati,OH,1,Open,Yes,KG,12,Other
2016-2017,OHIO,OH,Hope Learning Academy of Toledo,390152005819,4234 Monroe St,,,Toledo,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Imagine Columbus Primary School,390152105801,4656 Heaton Rd,,,Columbus,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Cincinnati Learning Schools,390152205788,5641 Belmont Ave,,,Cincinnati,OH,1,Open,Yes,07,12,High
2016-2017,OHIO,OH,Provost Academy Ohio,390152305816,1335 Dublin Rd Ste 50A,,,Columbus,OH,1,Open,Yes,06,12,Other
2016-2017,OHIO,OH,Winton Preparatory Academy,390152405786,4750 Winton Rd,,,Cincinnati,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,East Academy,390152605779,15720 Kipling Ave,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Chapelside Cleveland Academy,390152705773,3845 E 131st St,,,Cleveland,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,United Preparatory Academy,390152905782,617 W State St,,,Columbus,OH,1,Open,Yes,KG,03,Elementary
2016-2017,OHIO,OH,Ohio Construction Academy,390153005808,1725 Jetway Blvd,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Lawrence County Academy,390153105777,11627 State Route 243,,,Chesapeake,OH,1,Open,Yes,07,12,High
2016-2017,OHIO,OH,Franklinton Preparatory Academy,390153305789,40 Chicago Ave,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Insight School of Ohio,390153405787,2760 Airport Dr Ste 125,,,Columbus,OH,1,Open,Yes,06,12,Other
2016-2017,OHIO,OH,Dayton SMART Elementary School,390153605813,601 S Keowee St,,,Dayton,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Northmont Secondary Academy,390153705780,4916 National Rd,,,Clayton,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Albert Einstein Academy for Letters Arts and Sciences-Ohio,390153905804,3550 Crocker Rd,,,Westlake,OH,1,Open,Yes,04,12,Other
2016-2017,OHIO,OH,Watkins Academy,390154205811,4401 Dayton Liberty Rd,,,Dayton,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Lincoln Park Academy,390154305770,3185 W 41st St,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Discovery Academy,390154505793,2740 W Central Ave,,,Toledo,OH,1,Open,Yes,KG,07,Elementary
2016-2017,OHIO,OH,Imagine Leadership Academy,390154905797,2405 Romig Rd,,,Akron,OH,1,Open,Yes,01,06,Elementary
2016-2017,OHIO,OH,Berwyn East Academy,390155005772,1850 Bostwick Rd,,,Columbus,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Liberty Preparatory School,390155105783,243 N Milton St,,,Smithville,OH,1,Open,Yes,07,12,High
2016-2017,OHIO,OH,East Preparatory Academy,390155405766,4129 Superior Ave,,,Cleveland,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Rise & Shine Academy,390155505806,3248 Warsaw St,,,Toledo,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,University Academy,390155605795,107 S Arlington St,,,Akron,OH,1,Open,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Norwood Conversion Community School,390155905824,2132 Williams Ave,,,Norwood,OH,1,Open,Yes,08,12,High
2016-2017,OHIO,OH,REACH Academy,390156005830,2014 Consaul St,,,Toledo,OH,1,Open,Yes,KG,05,Elementary
2016-2017,OHIO,OH,Cincinnati Generation Academy,390156105828,7243 Eastlawn Dr,,,Cincinnati,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Buckeye Preparatory Academy,390156205834,1414 Gault St,,,Columbus,OH,1,Open,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Toledo SMART Elementary School,390156305833,1850 Airport Hwy,,,Toledo,OH,1,Open,Yes,KG,04,Elementary
2016-2017,OHIO,OH,Lakeshore Intergenerational School,390156405843,18025 Marcella Rd,,,Cleveland,OH,1,Open,Yes,KG,04,Elementary
2016-2017,OHIO,OH,Utica Shale Academy of Ohio,390156605837,38095 State Route 39,,,Salineville,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Steel Academy,390156705827,1570 Creighton Ave,,,Akron,OH,1,Open,Yes,06,12,Other
2016-2017,OHIO,OH,T2 Honors Academy,390156805832,18450 S Miles Rd,,,Warrensville Heights,OH,1,Open,Yes,06,11,Other
2016-2017,OHIO,OH,Clark Preparatory Academy,390156905857,501 S Wittenberg Ave,,,Springfield,OH,1,Open,Yes,KG,07,Elementary
2016-2017,OHIO,OH,Citizens Academy Southeast,390157005844,17900 Harvard Ave,,,Cleveland,OH,1,Open,Yes,KG,03,Elementary
2016-2017,OHIO,OH,Stonebrook Montessori,390157105849,975 East Blvd,,,Cleveland,OH,1,Open,Yes,PK,03,Elementary
2016-2017,OHIO,OH,Flex High School,390157405852,115 S Gift St,,,Columbus,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Zenith Academy West,390157605848,3385 South Blvd,,,Columbus,OH,1,Open,Yes,KG,09,Other
2016-2017,OHIO,OH,Ohio Valley Energy Technology Academy,390157805864,10692 State Route 150,,,Rayland,OH,1,Open,Yes,09,12,High
2016-2017,OHIO,OH,Foxfire East Academy,390157905853,60901 Beech Grove Ln,,,Cambridge,OH,1,Open,Yes,07,12,High
2016-2017,OHIO,OH,Village Preparatory School Willard,390158105885,2220 W 93rd St,,,Cleveland,OH,3,New,Yes,KG,01,Elementary
2016-2017,OHIO,OH,Bridge Gate Community School,390158205874,4060 Sullivant Ave,,,Columbus,OH,3,New,Yes,07,12,High
2016-2017,OHIO,OH,Westwood Preparatory Academy,390158305886,840 W. State Street Suite 200,,,Columbus,OH,3,New,Yes,KG,12,Other
2016-2017,OHIO,OH,East Branch Preparatory AcademydbaWright Preparatory Academy,390158405877,1500 Superior Ave NE,,,Canton,OH,3,New,Yes,KG,08,Elementary
2016-2017,OHIO,OH,iLEAD Spring Meadows,390158505881,1615 Timber Wolf Dr,,,Holland,OH,3,New,Yes,KG,06,Elementary
2016-2017,OHIO,OH,Beacon Academy,390158605871,1379 Garfield Ave SW,,,Canton,OH,3,New,Yes,KG,08,Elementary
2016-2017,OHIO,OH,Urban Early College Network,390158705880,3237 W Siebenthaler Ave Unit 2,,,Dayton,OH,3,New,Yes,09,12,High
2016-2017,OHIO,OH,Global Ambassadors Language Academy,390158805878,13442 Lorain Ave,,,Cleveland,OH,3,New,Yes,KG,01,Elementary
2016-2017,OKLAHOMA,OK,DEBORAH BROWN COMMUNITY SCHOOL,400075102682,2 South Elgin Avenue,,,Tulsa,OK,1,Open,Yes,PK,03,Elementary
2016-2017,OKLAHOMA,OK,DOVE SCIENCE ACADEMY (TULSA),400075302312,280 South Memorial Drive,,,Tulsa,OK,1,Open,Yes,06,12,Other
2016-2017,OKLAHOMA,OK,DISCOVERY SCHOOL OF TULSA,400075302694,4821 South 72nd East Avenue,,,Tulsa,OK,1,Open,Yes,KG,09,Other
2016-2017,OKLAHOMA,OK,CHEROKEE IMMERSION CHARTER SCH,400075502720,16951 w Cherokee St,,,Tahlequah,OK,1,Open,Yes,PK,08,Elementary
2016-2017,OKLAHOMA,OK,KIPP REACH COLLEGE PREPARATORY,400076602408,1901 NE 13th Street,,,Oklahoma City,OK,1,Open,Yes,05,08,Middle
2016-2017,OKLAHOMA,OK,HARPER ACADEMY,400076702765,1215 N E  34th Street,,,Oklahoma City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,JUSTICE A.W. SEEWORTH ACADEMY,400076802306,12600 N Kelley Ave,,,OKC,OK,1,Open,Yes,03,12,Other
2016-2017,OKLAHOMA,OK,TULSA LEGACY CHARTER SCHL INC,400076902742,105 East 63rd Street North,,,Tulsa,OK,1,Open,Yes,PK,08,Elementary
2016-2017,OKLAHOMA,OK,DOVE SCIENCE ACADEMY ES (OKC),400077002684,4901 n lincoln blvd,,,oklahoma city,OK,1,Open,Yes,KG,05,Elementary
2016-2017,OKLAHOMA,OK,DOVE SCIENCE ACADEMY (OKC),400077102328,919 NW 23rd St,,,OKLAHOMA CITY,OK,1,Open,Yes,06,12,Other
2016-2017,OKLAHOMA,OK,SANKOFA MIDDLE SCHOOL,400077202769,111 East First Street,,,Tulsa,OK,1,Open,Yes,03,08,Elementary
2016-2017,OKLAHOMA,OK,HARDING FINE ARTS ACADEMY,400077302385,3333 N  Shartel Ave,,,Oklahoma City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,TULSA SCHL OF ARTS/SCIENCES,400077402333,1202 W Easton,,,Tulsa,OK,1,Open,Yes,07,12,High
2016-2017,OKLAHOMA,OK,HUPFELD ACAD./WESTERN VILLAGE,400077502307,1508 NW 106th,,,oklahoma city,OK,1,Open,Yes,PK,05,Elementary
2016-2017,OKLAHOMA,OK,EPIC ONE ON ONE CHARTER ES,400077702741,4101 NW 122ND STREET SUITE B,,,Oklahoma City,OK,1,Open,Yes,PK,05,Elementary
2016-2017,OKLAHOMA,OK,EPIC ONE ON ONE CHARTER HS,400077702789,4101 NW 122ND STREET SUITE B,,,Oklahoma City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,EPIC ONE ON ONE CHARTER MS,400077702797,4101 NW 122ND STREET SUITE B,,,Oklahoma City,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,OKLA. VIRTUAL CHARTER ACAD ES,400077802719,1160 S Douglas Blvd,,,Midwest City,OK,1,Open,Yes,PK,05,Elementary
2016-2017,OKLAHOMA,OK,OKLA. VIRTUAL CHARTER ACAD MS,400077802784,1160 S Douglas Blvd,,,Midwest City,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,OKLA. VIRTUAL CHARTER ACAD HS,400077802788,1160 S Douglas Blvd,,,Midwest City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,KIPP TULSA ACAD. COLLEGE PREP.,400078002744,1661 E  Virgin Street,,,Tulsa,OK,1,Open,Yes,05,08,Middle
2016-2017,OKLAHOMA,OK,INDEPENDENCE CHARTER MS,400078102305,3232 NW 65th Street,,,Oklahoma City,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,ASTEC CHARTER MS,400078302308,2401 NW 23rd Street  Ste  39A,,,Oklahoma City,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,ASTEC CHARTER HS,400078302399,2401 NW 23rd Street  Ste  39A,,,Oklahoma City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,HARDING CHARTER PREPARATORY HS,400078402376,3333 N Shartel Ave,,,Oklahoma City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,INSIGHT SCHOOL OF OKLAHOMA HS,400078502792,1156 S Douglas Blvd,,,Midwest City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,INSIGHT SCHOOL OF OKLAHOMA MS,400078502799,1156 S Douglas Blvd,,,Midwest City,OK,1,Open,Yes,07,08,Middle
2016-2017,OKLAHOMA,OK,OKLAHOMA CONNECTIONS ACAD ES,400078602793,2425 Nowata Pl,,,Bartlesville,OK,1,Open,Yes,KG,05,Elementary
2016-2017,OKLAHOMA,OK,OKLAHOMA CONNECTIONS ACAD MS,400078602800,2425 Nowata Pl,,,Bartlesville,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,OKLAHOMA CONNECTIONS ACAD HS,400078602804,2425 Nowata Pl,,,Bartlesville,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,JOHN W REX CHARTER ELEMENTARY,400078702787,500 West Sheridan,,,Oklahoma City,OK,1,Open,Yes,PK,04,Elementary
2016-2017,OKLAHOMA,OK,LIGHTHOUSE ACADEMIES OKC INC,400078802826,4906 South Santa Fe,,,Oklahoma City,OK,1,Open,Yes,PK,05,Elementary
2016-2017,OKLAHOMA,OK,OYA CHARTER MANITOU 6TH-8TH,400078902806,300 S  Broadway,,,Manitou,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,OYA CHARTER MANITOU 9TH-12TH,400078902808,300 S  Broadway,,,Manitou,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,OYA CHARTER TECUMSEH 9TH-12TH,400078902813,700 S  9th St,,,Tecumseh,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,OYA CHARTER TECUMSEH 6TH-8TH,400078902815,700 S  9th St,,,Tecumseh,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,ABLE CHARTER SCHOOL 6TH-8TH,400079002811,4500 N Classen Blvd ste 2015,,,Oklahoma City,OK,1,Open,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,ABLE CHARTER SCHOOL 9TH-12TH,400079002814,4500 N Classen Blvd ste 2015,,,Oklahoma City,OK,1,Open,Yes,09,12,High
2016-2017,OKLAHOMA,OK,COLLEGE BOUND ACADEMY CHARTER,400079102827,2525 S 101st East Avenue,,,Tulsa,OK,1,Open,Yes,KG,01,Elementary
2016-2017,OKLAHOMA,OK,TULSA HONOR ACADEMY CHARTER,400079202822,2525 S  101st E  Ave,,,Tulsa,OK,1,Open,Yes,05,06,Middle
2016-2017,OKLAHOMA,OK,COLLEGIATE HALL CHARTER SCHOOL,400079302818,1142 East 56th Street,,,Tulsa,OK,1,Open,Yes,04,06,Elementary
2016-2017,OKLAHOMA,OK,LANGSTON HUGHES ACAD ARTS-TECH,400079402820,1821 East 66th Street North,,,Tulsa,OK,1,Open,Yes,09,10,Other
2016-2017,OKLAHOMA,OK,CARLTON LANDING ACADEMY,400079502830,10 Boulevard  Unit A,,,Carlton Landing,OK,3,New,Yes,PK,12,Other
2016-2017,OKLAHOMA,OK,SANTA FE SOUTH MS,400079602829,4712 S Santa Fe Ave,,,Oklahoma City,OK,3,New,Yes,06,08,Middle
2016-2017,OKLAHOMA,OK,SANTA FE S PATHWAYS MID COLLEG,400079602831,OCCC  7777 S  May Ave,,,Oklahoma City,OK,3,New,Yes,09,12,High
2016-2017,OKLAHOMA,OK,SANTA FE SOUTH HILLS ES,400079602832,401 SW 44th Street,,,Oklahoma City,OK,3,New,Yes,PK,05,Elementary
2016-2017,OKLAHOMA,OK,SANTA FE SOUTH PENN ES,400079602837,5325 S Pennsylvania Ave,,,Oklahoma City,OK,3,New,Yes,PK,05,Elementary
2016-2017,OKLAHOMA,OK,SANTA FE SOUTH HS,400079602838,301 SE 38th Street,,,Oklahoma City,OK,3,New,Yes,09,12,High
2016-2017,OREGON,OR,Four Rivers Community School,410000901592,2449 SW 4th Ave,,,Ontario,OR,1,Open,Yes,KG,09,Other
2016-2017,OREGON,OR,Southwest Charter School,410000901734,0640 SW Bancroft St,,,Portland,OR,1,Open,Yes,KG,08,Elementary
2016-2017,OREGON,OR,The Ivy School,410000901784,4212 NE Prescott St,,,Portland,OR,1,Open,Yes,01,08,Elementary
2016-2017,OREGON,OR,Eagle Charter School,410000901808,999A Locust Ave NE,,,Salem,OR,1,Open,Yes,KG,05,Elementary
2016-2017,OREGON,OR,City View Charter School,410002301535,4174 SE Bentley St,,,Hillsboro,OR,1,Open,Yes,KG,08,Elementary
2016-2017,OREGON,OR,Ione Community Charter School,410004700862,445 Spring St,,,Ione,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Mosier Community School,410004801153,1204 1st Ave,,,Mosier,OR,1,Open,Yes,KG,08,Elementary
2016-2017,OREGON,OR,Eola Hills Charter School,410123001653,9015 Community Club Rd,,,Amity,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Annex Charter School,410135000753,402 Annex Rd,,,Ontario,OR,1,Open,Yes,KG,08,Elementary
2016-2017,OREGON,OR,Arlington Community Charter School,410147000343,1200 Main St,,,Arlington,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Baker Web Academy,410171001767,2090 Fourth St,,,Baker City,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Baker Early College,410171001783,2725 7th St,,,Baker City,OR,1,Open,Yes,09,12,High
2016-2017,OREGON,OR,Burnt River School,410174000013,201 S 1st Ave,,,Unity,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Arco Iris Spanish Immersion School,410192001791,13600 SW Allen Blvd,,,Beaverton,OR,1,Open,Yes,01,08,Elementary
2016-2017,OREGON,OR,Hope Chinese Charter School,410192001823,3500 SW 104th Ave,,,Beaverton,OR,1,Open,Yes,KG,05,Elementary
2016-2017,OREGON,OR,Bend International School,410198001845,63020 OB Riley Road,,,Bend,OR,1,Open,Yes,KG,08,Elementary
2016-2017,OREGON,OR,Triangle Lake Charter School,410216000641,20264 Blachly Grange Rd,,,Blachly,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Butte Falls Charter School,410258000426,720 Laurel Ave,,,Butte Falls,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Camas Valley School,410261000315,197 Main Camas Rd,,,Camas Valley,OR,1,Open,Yes,PK,12,Other
2016-2017,OREGON,OR,North Columbia Academy,410326501670,28168 Old Rainier Rd,,,Rainier,OR,1,Open,Yes,07,12,High
2016-2017,OREGON,OR,Inavale Community Partners dba Muddy Creek Charter School,410348001743,30252 Bellfountain Rd,,,Corvallis,OR,1,Open,Yes,KG,05,Elementary
2016-2017,OREGON,OR,Cove Charter School,410354001139,803 Main St,,,Cove,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Resource Link Charter School,410366001602,755 S 7th St,,,Coos Bay,OR,1,Open,Yes,KG,12,Other
2016-2017,OREGON,OR,Lighthouse Charter School,410366004188,62858 HWY 101,,,Coos Bay,OR,5,Changed Boundary,Yes,KG,08,Elementary
